school1,major_data,job,class1,class2,class3,class4,count_class,re_registration,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,previous_class_count,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,onedayclass_topic,completed,major_type
47,False,대학생,4,13.0,,,2,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,의약학,대학원_진학,8.0,개인,4.0,H._자연과학계열_연구자,없음,빅데이터_분석_기사,E._UI/UX_디자이너,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,부담스럽지_않고_집중력이_떨어지지_않는_적당한_규모라고_생각합니다,마크로젠,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용 웹_크롤링,0.0,False
11,False,대학생,5,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,의약학,취업,8.0,개인,2.0,C._데이터_사이언티스트,없음,ADsP SQLD 빅데이터_분석_기사,G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원이_있어야_부담이_덜해서,삼성바이오로직스,"M._전문,_과학_및_기술_서비스업,_Q._보건업_및_사회복지_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,False
20,False,대학생,7,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,6,1,경영학,취업,4.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트,ADsP,빅데이터_분석_기사,B._기획_/_전략_/_경영_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중할_수_있어서,없음,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,True
24,False,대학생,8,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,5,1,자연과학,대학원_진학,6.0,개인,1.0,B._데이터_분석가 C._데이터_사이언티스트 H._자연과학계열_연구자,ADsP SQLD,빅데이터_분석_기사,A._금융_/_보험_직무 G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,많지않고_적당한_규모인것_같아서,네이버,"K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업,_O._공공_행정,_국방_및_사회보장_행정",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,True
20,True,대학생,8,13.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,6,1,자연과학,취업,8.0,개인,2.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,ADsP,SQLD 빅데이터_분석_기사,A._금융_/_보험_직무,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당해서,대기업,"J._정보통신업,_M._전문,_과학_및_기술_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,False
24,False,대학생,1,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,자연과학,취업,4.0,개인,2.0,B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP,G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,집중하고_교류하기에_적당한_인원인_것_같아서,.,"M._전문,_과학_및_기술_서비스업",False,Python_응용,1.0,False
6,True,대학생,11,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,7.0,팀,5.0,B._데이터_분석가 D._인공지능_전문가,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,D._소프트웨어_개발자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,현직자가_많아냐_더_다양한_이야기를_들을수있어서,네이버,"J._정보통신업,_M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,True
18,False,대학생,1,2.0,,,2,False,내국인,인스타그램,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,예체능,취업,6.0,개인,1.0,B._데이터_분석가 G._PM/서비스_기획자,없음,ADsP SQLD 빅데이터_분석_기사,F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,부담스럽지_않아서,네이버_토스,"M._전문,_과학_및_기술_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),0.0,True
6,True,대학생,4,6.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,1,1,IT_(컴퓨터_공학_포함),대학원_진학,4.0,개인,2.0,B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사 태블로_관련_자격증 구글_애널리스트,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당할_것_같아서,픽사,"R._예술,_스포츠_및_여가관련_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,False
52,True,대학생,8,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,6.0,개인,2.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD 정보처리기사,A._금융_/_보험_직무 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_소통이_이루어지는_강의시간이_될_거_같습니다.,현대모비스,"J._정보통신업,_K._금융_및_보험업",False,머신러닝_/_딥러닝_응용,0.0,False
10,True,대학생,4,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,1,,2,4,3,공학_(컴퓨터_공학_제외),취업,7.0,개인,2.0,B._데이터_분석가 G._PM/서비스_기획자 I._마케터,없음,ADsP SQLD 정보처리기사,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),스타트업_C-level,온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_너무_적으면_참여도가_낮고_저정도가_딱_적당하다고_생각,PM,"J._정보통신업,_M._전문,_과학_및_기술_서비스업,_U._국제_및_외국기관",False,데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,0.0,False
27,False,대학생,13,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,8,1,사회과학,취업,7.0,팀,3.0,B._데이터_분석가 C._데이터_사이언티스트,없음,SQLD 빅데이터_분석_기사 태블로_관련_자격증,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_활발한_소통이_가능하다고_생각합니다.,토스,K._금융_및_보험업,False,머신러닝_/_딥러닝_응용 SQL_응용,0.0,True
80,True,대학생,6,7.0,,,2,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,6.0,팀,3.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가 E._소프트웨어_개발자,SQLD,ADsP SQLD 빅데이터_분석_기사 정보처리기사 태블로_관련_자격증 구글_애널리스트,D._소프트웨어_개발자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,적당한_규모라_생각해서,찾는중,"M._전문,_과학_및_기술_서비스업",False,Python_응용,1.0,True
38,True,대학생,4,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,6.0,팀,2.0,C._데이터_사이언티스트,없음,ADsP 빅데이터_분석_기사,F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,다양한_의견을_배우고_싶다,네이버,J._정보통신업,False,머신러닝_/_딥러닝_응용,1.0,False
11,True,대학생,8,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함) 자연과학,취업,8.0,팀,2.0,C._데이터_사이언티스트,없음,ADsP SQLD 빅데이터_분석_기사,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,인원이_많아야_부담되지않을것같아서,삼성,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,True
76,True,대학생,5,8.0,,,2,False,내국인,인스타그램,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,3.0,개인,4.0,A._데이터_엔지니어 B._데이터_분석가,ADsP,빅데이터_분석_기사 정보처리기사 태블로_관련_자격증,D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,현직자분께서_개개인에게_좀_더_집중하실_수_있기_때문에_선택했습니다,카카오,J._정보통신업,False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 웹_크롤링 태블로 Power_Bi_강연,1.0,False
1,False,대학생,6,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,4.0,팀,2.0,반도체(평가_및_분석 수율향상 소자개발_및_불량분석_등),없음,ADsP ADP,G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,현직자_분들이_많을_수록_다양한_시간대와_커리큘럼을_선택할_수_있는_기회가_많아짐._리스너들이_많을_수록_비용이_저렴할_것_같음.,삼성전자DS,"C._제조업,_M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,False
4,True,대학생,4,6.0,,,2,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,6.0,팀,2.0,B._데이터_분석가,SQLD,정보처리기사,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자 E._UI/UX_디자이너 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중할_수_있어서,무신사,"R._예술,_스포츠_및_여가관련_서비스업",False,SQL_응용,1.0,False
6,True,대학생,8,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,6,1,IT_(컴퓨터_공학_포함),취업,6.0,팀,1.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트 I._마케터,SQLD,ADsP 정보처리기사,B._기획_/_전략_/_경영_직무 G._자연과학계열_연구자 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_규모가_좋아서,다이소,"J._정보통신업,_K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업,_O._공공_행정,_국방_및_사회보장_행정",False,데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용 웹_크롤링 테블로,0.0,False
27,False,대학생,1,,,,1,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,자연과학,취업,6.0,개인,2.0,B._데이터_분석가,없음,ADsP SQLD,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중할_수_있어서,삼성화재나_현대해상같은_보험회사에_관심있습니다.,K._금융_및_보험업,False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,1.0,False
22,True,대학생,4,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,경영학,취업,2.0,개인,2.0,A._데이터_엔지니어 C._데이터_사이언티스트 E._소프트웨어_개발자,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자 H._마케터_/_영업관리,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,100명_이상의_리스너와_10명_이상의_현직자,강의자와_청중이_많을_수록_활발한_의사소통(다양한_관점의_공유_등)이_가능하다고_생각해서,LG,"J._정보통신업,_K._금융_및_보험업",False,Python_응용 머신러닝_/_딥러닝_응용 SQL_응용,0.0,False
88,True,대학생,5,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,공모전_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,4.0,팀,1.0,A._데이터_엔지니어 B._데이터_분석가 D._인공지능_전문가,정보처리기사,ADsP 빅데이터_분석_기사,A._금융_/_보험_직무 D._소프트웨어_개발자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중이_잘될까_같아서,국민은행,"J._정보통신업,_K._금융_및_보험업",False,Python_응용,0.0,False
26,True,대학생,4,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,4.0,팀,2.0,A._데이터_엔지니어,없음,SQLD 빅데이터_분석_기사,A._금융_/_보험_직무,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,너무_적지도_많지도_않은_인원과_듣고_싶어서,삼성,J._정보통신업,False,머신러닝_/_딥러닝_응용,0.0,False
26,False,대학생,2,,,,1,False,내국인,지인_추천,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,4.0,개인,1.0,A._데이터_엔지니어 E._소프트웨어_개발자,ADsP,SQLD 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,"아_음_,,,,,",삼성_하이닉스_,"J._정보통신업,_K._금융_및_보험업",False,머신러닝_/_딥러닝_응용,0.0,False
22,False,대학생,2,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,경제통상학,취업,4.0,개인,3.0,B._데이터_분석가,없음,SQLD 정보처리기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_너무_적으면_부담스럽고_너무_많으면_집중이_어렵기_때문에_사이의_절충_인원인_것_같습니다.,삼성,K._금융_및_보험업,False,데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,0.0,False
24,True,대학생,6,8.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,7,1,경제통상학,대학원_진학,5.0,개인,1.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,ADsP SQLD,빅데이터_분석_기사 정보처리기사 구글_애널리스트,D._소프트웨어_개발자 H._마케터_/_영업관리,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),스타트업_C-level,오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,집중력_좋은_한분의_강의자,sk,"M._전문,_과학_및_기술_서비스업,_R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,1.0,False
19,False,대학생,5,,,,1,False,내국인,인스타그램,학회_가입_시_코딩_테스트_면접_등을_보지_않아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,4.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,없음,빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중할_수_있어서,한전_,K._금융_및_보험업,False,Python_응용,0.0,False
36,False,취준생,8,,,,1,False,내국인,인스타그램,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,경제통상학,취업,8.0,팀,3.0,B._데이터_분석가 I._마케터,ADsP SQLD,아직_계획없습니다.,B._기획_/_전략_/_경영_직무 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온라인,100명_이상의_리스너와_10명_이상의_현직자,온라인기준으로는_리스너의_규모가_상관없다고_생각합니다.,CJ,"G._도매_및_소매업,_S._협회_및_단체,_수리_및_기타_개인_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용 웹_크롤링,1.0,False
29,True,대학생,12,,,,1,False,내국인,에브리타임,시간적으로_부담이_없어서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),이직,8.0,팀,2.0,E._소프트웨어_개발자,기타,SQLD 정보처리기사,D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,10명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_질문+답변을_들을_수_있어서,구름,J._정보통신업,False,웹_크롤링,1.0,False
30,False,대학생,5,,,,1,False,내국인,에브리타임,현직자의_강의를_듣고_싶어서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,취업,8.0,팀,2.0,I._마케터 J._MD,없음,SQLD,B._기획_/_전략_/_경영_직무,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,강의_청취의_기회를_늘리기_위해,아직_없습니다.,J._정보통신업,False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
20,True,대학생,8,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,2,1,공학_(컴퓨터_공학_제외),취업,6.0,팀,1.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD,A._금융_/_보험_직무 D._소프트웨어_개발자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,여러_번_다녀보니_이_정도_규모가_제일_많았습니다.,쿠팡,"C._제조업,_K._금융_및_보험업",False,웹_크롤링,1.0,False
13,False,취준생,7,12.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,1,,,,1,자연과학 경영학,취업,10.0,팀,4.0,B._데이터_분석가,ADsP SQLD,빅데이터_분석_기사 태블로_관련_자격증 경영정보시각화능,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_집중하기_수월해서,쿠팡_배달의_민족_무신사,"G._도매_및_소매업,_P._교육_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 데이터_엔지니어링(파이프라인설계) 포트폴리오_A_to_Z 공모전_수상_tip_,1.0,True
31,True,대학생,4,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,5.0,개인,1.5,C._데이터_사이언티스트 D._인공지능_전문가 E._소프트웨어_개발자,없음,정보처리기사,A._금융_/_보험_직무 D._소프트웨어_개발자 F._PM_/_서비스_기획자,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,대학강의와_비슷해_집중이_잘될_것_같다,삼성전자,"M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,0.0,False
63,True,취준생,11,12.0,,,2,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",혼자_공부하기_어려워서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,취업,8.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트,ADsP SQLD,빅데이터_분석_기사 태블로_관련_자격증,G._자연과학계열_연구자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),스타트업_C-level,온라인,100명_이상의_리스너와_10명_이상의_현직자,현직자를_만날_기회가_많지_않으므로_이런_행사가_진행_될_떄_최대한_많은_현직자를_만날_수록_좋을_것_같습니다._,삼성,K._금융_및_보험업,False,데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,1.0,False
20,False,대학생,1,2.0,,,2,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,4.0,팀,3.0,B._데이터_분석가 G._PM/서비스_기획자 I._마케터,없음,ADsP SQLD 구글_애널리스트,F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_물어보고_싶은_걸_쉽게_물어볼_수_있어서,리서치_기업이나_마케팅_기업,"R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,1.0,True
